*	name	Español
*	card-order	3
*	tts-voice	0,99,0,0,0
*	siri-tts-voice	,Siri|es-MX||com.apple.ttsbundle.Paulina-compact|español (México)|Siri,,,
*	card-theme	Chalkboard - Clear
*	notify-off	1
*	tsv	true
*	deck-stats-1	2636,2853,9993,0,61,70,77,85,159,155,113,50,117,0,70,52,62,87,130,0,135,20,70,88,70,88,93,106,30,70,119,34,107,1665,0,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,17475,0,151,158,154,198,200,171,102,140,273,0,111,127,155,122,311,0,205,50,167,144,176,104,151,189,63,174,164,83,252,14569,0,135,134,128,178,155,132,93,117,244,0,100,111,136,110,281,0,178,42,146,121,155,82,121,158,53,156,145,73,217,4927,0,0,0,0,0,142,179,170,0,0,0,96,0,0,140,0,0,0,0,0,107,28,162,15,0,0,0,162,0,0,6273,0,75,68,75,121,70,77,51,47,136,0,54,58,75,57,148,0,104,13,82,59,103,25,38,92,23,103,120,36,113,680642,0,7505,6815,6129,6257,2104,5107,6159,5660,13911,0,5901,7029,5270,7041,18468,0,8444,394,2952,2762,5137,1412,3281,6271,2394,5322,9790,1788,5631,14601,12193,4162,3549,2210,1861
*	deck-stats-2	2640,2852,8279,116,0,91,124,149,122,99,58,98,0,74,23,57,74,122,66,1,18,36,84,98,126,82,40,15,58,90,17,67,0,1349,0,0,0,0,26,45,43,0,0,0,29,0,0,41,0,0,0,0,0,32,9,48,5,0,0,0,45,0,0,0,14380,260,0,163,241,158,130,102,123,197,0,100,58,126,57,254,100,0,55,87,100,179,114,130,106,34,124,41,40,148,0,12500,206,0,135,170,141,108,87,116,181,0,90,54,115,52,239,87,0,52,81,90,160,97,117,103,34,111,38,37,130,0,4856,0,0,0,0,146,152,155,0,0,0,100,0,0,153,0,0,0,0,0,126,31,186,16,0,0,0,176,0,0,0,6873,59,0,80,81,103,73,39,76,99,0,44,24,66,12,108,70,0,25,54,39,107,34,71,79,22,82,19,21,62,0,734333,5224,0,6614,4924,7061,5327,6248,8690,11428,0,4669,2736,2259,3103,16960,2090,0,3004,2580,2434,7214,6655,9135,4353,1361,3678,1472,725,3061,0,11329,9592,3683,3360,2333,2137
*	deck-stats-3	2671,2672,0,48,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Text 1	Text 2	Category 1	Category 2	Text 3	Text 4	Statistics 1	Statistics 2	Statistics 3	Notes
брови	cejas					2,0,10,9,4,5,497,2017-10-23 10:30,2017-11-13 03:30	2,0,12,11,5,3,807,2017-09-22 10:08,2017-10-26 01:08	2,0,0,0,0,1,20,2017-04-26 10:58,2017-04-27 06:58	
бронированный	blindado					2,0,5,5,5,6,387,2017-10-18 13:03,2017-11-03 16:03	2,0,5,5,5,6,373,2017-10-19 11:14,2017-11-04 00:14		
"броня
панцирь
кираса"	coraza					2,0,5,5,5,6,336,2017-10-16 10:24,2017-10-30 10:24	2,0,5,5,5,5,266,2017-10-16 10:17,2017-10-27 12:17		
бросать в тюрьму	encarcelar					2,0,17,12,2,3,114,2017-10-22 20:23,2017-10-27 14:23	2,0,9,9,9,7,1274,2017-10-01 22:00,2017-11-24 00:00		
"брюхо
пузо"	panza					2,0,9,8,11,8,2062,2017-09-21 11:27,2017-12-16 09:27	2,0,8,8,8,6,1094,2017-09-25 10:26,2017-11-10 00:26		
бубонная чума	peste bubónica					2,0,11,9,7,6,807,2017-10-15 21:32,2017-11-18 12:32	2,0,6,6,7,5,789,2017-09-22 10:01,2017-10-25 07:01		
будильник	despertador					2,0,9,7,3,2,285,2017-10-15 21:27,2017-10-27 18:27	2,0,6,6,6,7,609,2017-10-20 09:04,2017-11-14 18:04		
"будить
разбудить"	despertar					2,0,17,13,3,4,377,2017-10-22 20:25,2017-11-07 13:25	2,0,15,12,4,5,854,2017-10-19 21:01,2017-11-24 11:01		
"будуар
спальня"	"alcoba

y en tu <u>alcoba</u> vi la luz"					2,0,11,11,11,8,1371,2017-09-21 11:28,2017-11-17 14:28	2,0,8,8,9,7,1498,2017-08-28 21:50,2017-10-30 07:50		
"будущее
грядущее"	porvenir					2,0,8,6,6,7,185,2017-10-20 21:24,2017-10-28 14:24	2,0,4,4,4,4,204,2017-10-16 20:35,2017-10-25 08:35		
бунтовать	rebelarse					2,0,13,11,6,5,1110,2017-10-03 09:12,2017-11-18 15:12	2,0,9,9,9,7,1160,2017-10-02 21:15,2017-11-20 05:15		
"бунтовщик
бунтарь"	rebelde					2,0,12,10,7,4,870,2017-09-26 21:24,2017-11-02 03:24	2,0,11,10,5,6,801,2017-10-18 13:03,2017-11-20 22:03		
бутерброд	bocadillo					2,0,9,9,9,8,1383,2017-10-07 15:51,2017-12-04 06:51	2,0,13,10,4,5,572,2017-10-20 09:04,2017-11-13 05:04		
"бутон
шелковичный кокон"	capullo								
быстро	rápido					2,0,16,12,10,11,1698,2017-10-23 10:32,2018-01-02 04:32	2,0,6,6,7,5,1993,2017-08-28 21:53,2017-11-19 22:53		
"быстро
скорее"	"deprisa

<u>deprisa deprisa</u> a rumbo perdido"					2,0,18,13,4,5,274,2017-10-22 20:23,2017-11-03 06:23	2,0,8,8,9,7,1586,2017-08-28 21:50,2017-11-02 23:50		
быстрые	veloces					2,0,8,8,10,7,2471,2017-09-21 11:37,2018-01-02 10:37	2,0,8,8,10,10,1754,2017-10-15 21:12,2017-12-27 23:12	2,0,0,0,0,1,83,2017-04-26 10:59,2017-04-29 21:59	
быть в избытке	sobrar					2,0,13,11,5,2,813,2017-09-22 10:32,2017-10-26 07:32	2,0,13,10,1,2,78,2017-10-23 10:46,2017-10-26 16:46		
быть в силах <i>(сделать)</i>	ser capaz de <i>(inf)</i>					2,0,3,3,3,4,137,2017-10-23 10:27,2017-10-29 03:27	2,0,4,3,3,4,46,2017-10-23 10:33,2017-10-25 08:33		
быть правым	tener razón					2,0,10,10,10,11,1594,2017-10-21 18:02,2017-12-27 04:02	2,0,8,8,9,7,1604,2017-08-28 21:52,2017-11-03 17:52		
быть уверенным в	estar seguro de					2,0,17,13,3,2,256,2017-10-15 21:27,2017-10-26 13:27	2,0,10,10,10,11,1660,2017-10-18 10:30,2017-12-26 14:30		
"быть
происходить"	"haber
"					2,0,19,16,5,6,870,2017-10-17 20:34,2017-11-23 02:34	2,0,16,12,5,5,499,2017-10-15 21:11,2017-11-05 16:11		
"быть
существовать"	"ser
existir"					2,0,17,13,2,3,272,2017-10-23 10:29,2017-11-03 18:29	2,0,10,10,10,11,1969,2017-10-23 10:51,2018-01-13 11:51	2,0,0,0,0,1,21,2017-04-26 10:36,2017-04-27 07:36	
"в действительности
на самом деле
фактически"	en realidad					2,0,3,3,3,4,105,2017-10-23 10:26,2017-10-27 19:26	2,0,2,2,2,3,67,2017-10-21 18:24,2017-10-24 13:24		
в конце концов	"a fin de cuentas
por fin y al cabo"					2,0,33,21,10,7,829,2017-09-22 10:32,2017-10-26 23:32	2,0,10,10,10,10,1762,2017-10-15 21:13,2017-12-28 07:13		
в обмен на	a cambio de					2,0,30,19,3,2,446,2017-10-12 21:23,2017-10-31 11:23	2,0,8,8,9,7,1673,2017-09-22 10:24,2017-12-01 03:24	2,0,0,0,0,1,18,2017-04-26 10:58,2017-04-27 04:58	
"в прошлом году
давно"	antaño								
"в самом деле
по правде"	"de verdad

para conocer el mundo <u>de verdad</u>"					2,0,13,10,2,3,271,2017-10-18 10:17,2017-10-29 17:17	2,0,8,8,9,7,1573,2017-08-28 21:50,2017-11-02 10:50		
в течение	"durante

<u>durante</u> otros 3 años"					2,0,10,10,10,7,1694,2017-09-21 20:53,2017-12-01 10:53	2,0,10,10,10,11,1840,2017-10-23 10:49,2018-01-08 02:49	2,0,0,0,0,1,63,2017-04-26 17:25,2017-04-29 08:25	
"вакцина
прививка"	vacuna					2,0,5,5,5,6,322,2017-10-19 20:56,2017-11-02 06:56	2,0,4,4,4,4,213,2017-10-15 21:06,2017-10-24 18:06		
варенье	confitura					2,0,3,3,3,4,109,2017-10-22 20:23,2017-10-27 09:23	2,0,3,3,3,4,126,2017-10-23 10:40,2017-10-28 16:40		
варить	cocer					2,0,15,12,2,1,198,2017-10-15 21:21,2017-10-24 03:21	2,0,22,16,4,5,580,2017-10-23 10:49,2017-11-16 14:49		
вверх вниз	arriba y abajo					2,0,10,10,12,9,2619,2017-09-21 20:59,2018-01-08 23:59	2,0,8,8,9,7,1418,2017-08-28 21:49,2017-10-26 23:49	2,0,0,0,0,1,68,2017-04-26 17:22,2017-04-29 13:22	
вводить в заблуждение	alucinar					2,0,19,13,4,3,305,2017-10-15 21:26,2017-10-28 14:26	2,0,22,13,4,5,549,2017-10-19 21:01,2017-11-11 18:01		
"вводить
представлять"	introducir					2,0,12,9,5,4,455,2017-10-15 21:27,2017-11-03 20:27	2,0,7,7,7,5,760,2017-09-22 10:08,2017-10-24 02:08		
"вдали
поодаль"	a lo lejos					2,0,12,11,11,8,1790,2017-09-25 10:47,2017-12-09 00:47	2,0,15,12,3,4,97,2017-10-19 21:00,2017-10-23 22:00		
вдовец	viudo					2,0,8,8,10,7,1765,2017-09-21 21:03,2017-12-04 10:03	2,0,14,13,11,9,1414,2017-08-28 21:37,2017-10-26 19:37		
вдоль	"a lo largo de

<u>a lo largo de</u> orilla/calle"					2,0,17,13,4,3,515,2017-10-15 21:29,2017-11-06 08:29	2,0,9,9,9,7,1151,2017-09-28 11:02,2017-11-15 10:02		
"вдыхать
вдохнуть <i>(мед.)</i>"	inhalar					2,0,15,12,3,2,394,2017-10-12 10:18,2017-10-28 20:18	2,0,8,8,8,6,1145,2017-09-22 10:12,2017-11-09 03:12		
"вдыхать
всасывать"	aspirar					2,0,32,21,7,8,259,2017-10-23 10:29,2017-11-03 05:29	2,0,14,12,6,4,1147,2017-09-26 21:31,2017-11-13 16:31		
век	"siglo

ellos partentcen al <u>siglo</u> XVIII"					2,0,10,10,10,7,1831,2017-09-21 21:02,2017-12-07 04:02	2,0,8,8,10,8,2426,2017-09-22 10:23,2018-01-01 12:23		
великий	magno					2,0,6,6,6,5,443,2017-10-11 20:22,2017-10-30 07:22	2,0,6,6,6,6,565,2017-10-16 10:16,2017-11-08 23:16		
"вера
религия"	creencia					2,0,12,11,6,5,1262,2017-10-05 09:33,2017-11-26 23:33	2,0,11,10,3,3,397,2017-10-09 20:52,2017-10-26 09:52	2,0,0,0,0,1,21,2017-04-26 10:58,2017-04-27 07:58	
верблюд	camello					2,0,9,7,4,3,308,2017-10-15 21:27,2017-10-28 17:27	2,0,6,6,6,7,603,2017-10-17 20:37,2017-11-11 23:37		
вербовать	contratar					2,0,6,5,5,6,171,2017-10-17 20:15,2017-10-24 23:15	2,0,5,5,5,6,239,2017-10-23 10:42,2017-11-02 09:42		
"верный
преданный"	fiel					2,0,6,6,8,5,1942,2017-09-21 21:01,2017-12-11 19:01	2,0,8,8,9,10,1788,2017-10-20 21:37,2018-01-03 09:37		
верховая езда	equitación					2,0,14,10,3,2,334,2017-10-15 21:29,2017-10-29 19:29	2,0,9,8,9,7,1358,2017-08-28 11:17,2017-10-24 01:17		
"вес
тяжесть
груз"	cargo					2,0,12,10,5,4,501,2017-10-04 10:24,2017-10-25 07:24	2,0,9,9,9,9,1519,2017-10-09 10:35,2017-12-11 17:35		
"весёлый
забавный
занимательный"	divertido					2,0,15,11,6,7,754,2017-10-16 10:25,2017-11-16 20:25	2,0,11,10,10,8,1097,2017-09-30 12:00,2017-11-15 05:00		
весло	remo					2,0,9,9,9,6,1557,2017-09-21 11:35,2017-11-25 08:35	2,0,8,8,10,8,2088,2017-09-22 10:25,2017-12-18 10:25		
весна	"primavera

la <u>primavera</u> llegará"					2,0,12,12,12,9,2283,2017-09-21 20:59,2017-12-25 23:59	2,0,10,10,10,8,1782,2017-09-22 10:25,2017-12-05 16:25		
"вести корабль
управлять судном"	marear					2,0,9,9,9,6,1671,2017-09-21 20:56,2017-11-30 11:56	2,0,9,9,9,7,1404,2017-08-28 21:39,2017-10-26 09:39		
вести себя	"portarse

yo <u>me porto</u> bien"					2,0,27,20,5,6,283,2017-10-17 20:18,2017-10-29 15:18	2,0,8,8,10,8,2577,2017-09-22 10:26,2018-01-07 19:26		
"ветвь
сук
отрасль
отдел"	rama					2,0,4,4,4,3,208,2017-10-15 21:24,2017-10-24 13:24	2,0,4,4,4,4,209,2017-10-15 21:03,2017-10-24 14:03		
"ветка
отросток"	ramificación					2,0,4,3,1,2,65,2017-10-21 18:00,2017-10-24 11:00	2,0,4,4,4,5,215,2017-10-23 10:41,2017-11-01 09:41		
ветрено	hace viento					2,0,13,11,6,5,800,2017-10-15 21:31,2017-11-18 05:31	2,0,8,8,8,6,1370,2017-08-28 11:29,2017-10-24 13:29		
"взаимоотношения
связи"	relaciones					2,0,9,9,10,7,2391,2017-09-21 11:37,2017-12-30 02:37	2,0,11,10,11,9,1365,2017-09-22 10:14,2017-11-18 07:14		
"взбираться
залезать"	escalar					2,0,14,12,7,6,1487,2017-10-10 09:54,2017-12-11 08:54	2,0,15,12,4,2,480,2017-10-06 00:00,2017-10-26 00:00		
"взбунтовать
вызывать протест"	sublevar					2,0,14,11,6,7,847,2017-10-18 19:37,2017-11-23 02:37	2,0,12,9,1,2,143,2017-10-18 10:31,2017-10-24 09:31		
взгляд	mirada					2,0,5,5,5,6,258,2017-10-18 13:02,2017-10-29 07:02	2,0,4,4,4,4,193,2017-10-15 21:02,2017-10-23 22:02		
вздремнуть	echarse					2,0,15,13,6,5,1040,2017-09-28 11:14,2017-11-10 19:14	2,0,10,9,1,2,154,2017-10-23 10:52,2017-10-29 20:52		
взять обязательство	comprometerse (a inf)					2,0,14,9,1,2,158,2017-10-17 20:34,2017-10-24 10:34	2,0,15,11,9,10,589,2017-10-17 20:37,2017-11-11 09:37		
"вид
внешность"	aspecto					2,0,9,9,10,7,1940,2017-09-25 10:46,2017-12-15 06:46	2,0,11,10,6,4,1126,2017-09-26 09:06,2017-11-12 07:06		
"вид
род"	"especie

esta <u>especie</u> cria rapido"					2,0,9,8,3,2,397,2017-10-07 15:49,2017-10-24 04:49	2,0,12,11,6,7,1090,2017-10-23 10:49,2017-12-07 20:49	1,0,0,0,2,3,0,2017-04-26 17:24,1970-01-01 03:00	
"видный
выдающийся"	destacado					2,0,2,2,2,3,73,2017-10-22 20:21,2017-10-25 21:21	2,0,2,2,2,3,56,2017-10-21 18:20,2017-10-24 02:20		
"вина
проступок
грех"	culpa					2,0,11,10,11,10,1301,2017-10-09 20:42,2017-12-03 01:42	2,0,10,9,6,4,943,2017-09-22 10:10,2017-10-31 17:10		
винный погреб	bodega					2,0,9,9,10,7,2206,2017-09-21 20:59,2017-12-22 18:59	2,0,8,8,10,8,2568,2017-09-22 10:26,2018-01-07 10:26		
виноград	uva					2,0,2,2,2,3,65,2017-10-21 17:55,2017-10-24 10:55	2,0,3,3,3,4,102,2017-10-23 20:53,2017-10-28 02:53		
"включительно
в том числе"	incluso					2,0,9,9,9,8,1408,2017-10-13 09:38,2017-12-11 01:38	2,0,9,9,9,9,1486,2017-10-09 10:35,2017-12-10 08:35		
"вкус
аромат"	"sabor

<u>sabor</u> a tequilla"					2,0,24,17,3,2,348,2017-10-13 09:37,2017-10-27 21:37	2,0,11,10,8,6,1422,2017-08-28 21:49,2017-10-27 03:49		
"влечение
склонность"	afición por					2,0,21,15,7,8,507,2017-10-20 09:17,2017-11-10 12:17	2,0,11,10,11,11,1646,2017-10-12 10:07,2017-12-20 00:07		
влиять на (что-либо)	influir sobre					2,0,6,6,7,4,2014,2017-09-21 21:04,2017-12-14 19:04	2,0,9,9,9,7,1488,2017-08-28 21:38,2017-10-29 21:38		
вложиться в	invertir en					2,0,9,9,9,6,1231,2017-09-21 11:23,2017-11-11 18:23	2,0,10,10,10,8,1415,2017-09-22 10:12,2017-11-20 09:12		
влюблён в	enamorado de					2,0,9,9,9,6,1437,2017-09-21 11:36,2017-11-20 08:36	2,0,8,8,8,6,1357,2017-08-28 11:29,2017-10-24 00:29		
вместо	"en lugar de
en vez de

tres <u>en lugar de</u> cuatro"					2,0,5,5,5,6,353,2017-10-22 20:25,2017-11-06 13:25	2,0,4,4,4,4,210,2017-10-15 21:03,2017-10-24 15:03		
вмешиваться	intervenir					2,0,6,6,6,5,506,2017-10-13 18:30,2017-11-03 20:30	2,0,8,7,6,6,498,2017-10-15 21:11,2017-11-05 15:11		
"вне
снаружи"	fuera de					2,0,13,12,8,9,1750,2017-10-19 20:57,2017-12-31 18:57	2,0,9,9,9,7,1359,2017-08-28 11:38,2017-10-24 02:38		
"внедорожник
пикап"	camioneta					2,0,4,4,4,5,209,2017-10-17 09:29,2017-10-26 02:29	2,0,5,5,5,6,289,2017-10-23 10:46,2017-11-04 11:46		
"внести
предоставить"	"aportar

<u>aportar</u> las cosas"					2,0,29,17,1,2,58,2017-10-23 10:30,2017-10-25 20:30	2,0,19,14,11,9,1551,2017-09-22 10:15,2017-11-26 01:15		
вновь (сделать что-либо)	volver a (inf)					2,0,16,14,4,5,590,2017-10-22 20:26,2017-11-16 10:26	2,0,9,9,9,7,1439,2017-08-28 21:38,2017-10-27 20:38		
внук	nieto					2,0,10,9,10,7,2182,2017-09-21 11:26,2017-12-21 09:26	2,0,16,12,4,4,528,2017-10-09 10:30,2017-10-31 10:30	2,0,0,0,0,1,61,2017-04-25 10:00,2017-04-27 23:00	
"внутренний орган
воля"	entraña					2,0,20,14,3,2,387,2017-10-15 21:29,2017-11-01 00:29	2,0,13,11,4,4,484,2017-10-16 10:17,2017-11-05 14:17		
"внутренности
требуха"	mondongo					2,0,15,11,5,4,483,2017-10-04 10:24,2017-10-24 13:24	2,0,9,9,9,9,1581,2017-10-16 10:17,2017-12-21 07:17		
"внутри
через"	"dentro de

<u>dentro de</u> casa
<u>dentro de</u> 2 horas
<u>dentro de</u> unas semanas"					2,0,14,13,6,5,1070,2017-09-30 11:52,2017-11-14 01:52	2,0,13,12,6,7,1071,2017-10-23 10:49,2017-12-07 01:49		
"во время
в разгар"	en plena					2,0,12,11,3,4,349,2017-10-17 20:17,2017-11-01 09:17	2,0,16,13,11,11,1835,2017-10-15 21:13,2017-12-31 08:13		
водоросль	alga								
водохранилище	embalse					2,0,14,11,4,1,773,2017-09-22 10:32,2017-10-24 15:32	2,0,13,9,1,2,69,2017-10-23 10:42,2017-10-26 07:42		
военный атташе	agregado militar					2,0,7,3,4,5,47,2017-10-22 20:18,2017-10-24 19:18	2,0,3,3,3,4,127,2017-10-23 10:39,2017-10-28 17:39		
вожжи	riendas					2,0,4,4,4,3,222,2017-10-15 21:25,2017-10-25 03:25	2,0,5,5,5,6,360,2017-10-23 10:47,2017-11-07 10:47		
"возвращаться
переворачивать"	"volver
"					2,0,15,13,6,5,1004,2017-09-28 11:14,2017-11-09 07:14	2,0,9,9,9,7,1386,2017-08-28 11:30,2017-10-25 05:30		
воздух	"aire

balon con <u>aire</u>"					2,0,10,10,10,11,1830,2017-10-21 18:02,2018-01-06 00:02	2,0,9,9,10,8,2483,2017-09-22 10:15,2018-01-03 21:15		
"возможность
случай"	oportunidad					2,0,13,9,2,3,202,2017-10-23 20:50,2017-11-01 06:50	2,0,8,7,8,9,587,2017-10-17 20:37,2017-11-11 07:37		
возраст	edad					2,0,9,9,9,8,1444,2017-10-15 21:33,2017-12-15 01:33	2,0,11,10,5,5,777,2017-10-16 10:18,2017-11-17 19:18		
"возрастание
рост (увеличение)"	aumento					2,0,16,12,9,8,1233,2017-10-05 23:57,2017-11-26 08:57	2,0,10,9,10,8,1316,2017-10-01 13:54,2017-11-25 09:54		
"возрастать
увеличиваться"	ascender					2,0,7,6,2,1,235,2017-10-15 21:24,2017-10-25 16:24	2,0,17,8,2,3,124,2017-10-18 19:39,2017-10-23 23:39		
война	"guerra

perder <u>guerra</u>"					2,0,7,7,12,11,5772,2017-10-15 21:33,2018-06-13 09:33	2,0,7,7,11,9,2082,2017-08-28 21:54,2017-11-23 15:54		
волна	ola					2,0,17,13,2,1,270,2017-10-12 21:23,2017-10-24 03:23	2,0,9,9,10,8,1668,2017-08-28 21:51,2017-11-06 09:51	2,0,0,0,0,1,68,2017-04-26 17:25,2017-04-29 13:25	
волос	pelo					2,0,17,13,5,4,564,2017-10-05 09:33,2017-10-28 21:33	2,0,24,17,7,8,394,2017-10-19 21:00,2017-11-05 07:00		
волосы (на теле)	vello					2,0,9,7,7,8,267,2017-10-17 09:29,2017-10-28 12:29	2,0,5,5,5,6,390,2017-10-19 11:13,2017-11-04 17:13		
волосы дыбом	peliagudo					2,0,15,12,11,12,1827,2017-10-19 11:08,2018-01-03 14:08	2,0,9,9,10,11,1820,2017-10-23 10:51,2018-01-07 06:51	2,0,0,0,0,1,71,2017-04-26 10:58,2017-04-29 09:58	
вольная борьба	lucha libre					2,0,10,9,12,9,2422,2017-09-21 20:59,2017-12-31 18:59	2,0,10,10,10,10,1430,2017-10-10 09:38,2017-12-08 23:38		
вон отсюда	fuera					2,0,5,5,8,5,3753,2017-09-21 21:07,2018-02-25 06:07	2,0,9,9,9,10,2009,2017-10-23 10:51,2018-01-15 03:51		
"воображать
представлять"	imaginarse					2,0,9,9,9,8,1503,2017-10-10 09:53,2017-12-12 00:53	2,0,8,8,9,7,1355,2017-09-22 10:11,2017-11-17 21:11		
"вор
разбойник"	ladron					2,0,5,5,5,6,316,2017-10-17 09:29,2017-10-30 13:29	2,0,5,5,5,6,355,2017-10-18 19:39,2017-11-02 14:39		
воровать	"robar

tú me <u>robaste</u> el corazón"					2,0,9,9,11,8,3039,2017-09-21 21:12,2018-01-26 12:12	2,0,12,11,8,8,1715,2017-10-12 21:26,2017-12-23 08:26	1,0,0,0,1,2,0,2017-04-26 17:25,1970-01-01 03:00	
воск	cera					2,0,11,10,10,9,1383,2017-10-07 15:51,2017-12-04 06:51	2,0,22,14,5,5,349,2017-10-13 18:32,2017-10-28 07:32		
воскресенье	domingo					2,0,7,7,8,5,2247,2017-09-21 21:06,2017-12-24 12:06	2,0,8,8,9,10,1985,2017-10-21 18:32,2018-01-12 11:32		
воспитание	educación					2,0,9,9,9,8,1394,2017-10-09 10:58,2017-12-06 12:58	2,0,9,9,9,9,1495,2017-10-09 10:32,2017-12-10 17:32		
воспользоваться (чем-либо)	aprovecharse de					2,0,9,9,9,8,1086,2017-10-05 09:33,2017-11-19 15:33	2,0,15,12,7,5,1072,2017-09-28 21:13,2017-11-12 13:13		
восстанавливать	restablecer					2,0,10,9,8,5,1094,2017-09-21 11:18,2017-11-06 01:18	2,0,9,9,9,7,1240,2017-09-29 08:58,2017-11-20 00:58		
восток	este					2,0,4,4,4,5,217,2017-10-21 17:58,2017-10-30 18:58	2,0,4,4,4,5,228,2017-10-21 18:28,2017-10-31 06:28		
"восхищать
приводить в восторг"	entusiasmar								
восход солнца	amanecer					2,0,14,12,4,3,634,2017-10-09 10:58,2017-11-04 20:58	2,0,22,15,4,4,365,2017-10-09 20:52,2017-10-25 01:52		
"вошь
гнида"	piojo								
"впадать <i>(о реке)</i>
выходить <i>(об улице, дороге)</i>"	desembocar					2,0,6,5,5,6,203,2017-10-17 20:16,2017-10-26 07:16	2,0,7,5,1,2,82,2017-10-23 10:46,2017-10-26 20:46		
"впадать <i>(о реке)</i>
опорожнять"	vaciar					2,0,11,9,6,7,682,2017-10-19 20:57,2017-11-17 06:57	2,0,28,17,5,6,140,2017-10-19 11:13,2017-10-25 07:13		
"впиваться
вонзаться"	clavarse								
враг	enemigo					2,0,4,4,4,5,169,2017-10-19 20:56,2017-10-26 21:56	2,0,4,4,4,5,208,2017-10-21 18:27,2017-10-30 10:27		
врать	mentir					2,0,9,9,10,7,1786,2017-09-21 21:02,2017-12-05 07:02	2,0,8,8,10,8,2854,2017-09-29 08:58,2018-01-26 06:58		
"вращать
кружить"	girar					2,0,12,9,4,3,308,2017-10-15 21:27,2017-10-28 17:27	2,0,14,9,7,8,629,2017-10-19 11:17,2017-11-14 16:17		
"вред
травма
ушиб"	daño					2,0,5,5,5,6,362,2017-10-18 10:19,2017-11-02 12:19	2,0,7,6,7,7,236,2017-10-15 21:34,2017-10-25 17:34		
временами	en ocasiones					2,0,14,11,6,3,802,2017-09-25 10:45,2017-10-28 20:45	2,0,9,9,10,10,1421,2017-10-09 10:36,2017-12-07 15:36		
временно	temporalmente					2,0,3,3,3,4,104,2017-10-23 10:27,2017-10-27 18:27	2,0,3,3,3,4,105,2017-10-23 10:38,2017-10-27 19:38		
"время от времени
от случая к случаю"	"de cuando en cuando
de vez en cuando

dormir y de <u>cuando en cuando</u> hacer el amor"					2,0,23,15,1,2,140,2017-10-19 11:08,2017-10-25 07:08	2,0,7,7,10,8,1914,2017-08-28 21:54,2017-11-16 15:54		
"всадник
наездник"	jinete					2,0,16,12,5,2,808,2017-09-21 11:17,2017-10-25 03:17	2,0,7,7,8,6,1430,2017-08-28 21:48,2017-10-27 11:48		
всё, что угодно	"lo que sea

si tienes dinero te vende <u>lo que sea</u>"					2,0,12,11,3,2,418,2017-10-09 10:57,2017-10-26 20:57	2,0,16,12,3,3,420,2017-10-15 21:08,2017-11-02 09:08		
всегда	siempre					2,0,6,6,9,6,3308,2017-09-21 21:07,2018-02-06 17:07	2,0,7,7,8,6,1693,2017-08-28 21:52,2017-11-07 10:52		
всерьёз	en serio								
всосаться	absorberse					2,0,12,8,9,8,423,2017-10-15 21:30,2017-11-02 12:30	2,0,12,8,3,3,221,2017-10-15 21:05,2017-10-25 02:05		
"вспомнить
припомнить"	accordarse de					2,0,45,26,4,5,484,2017-10-19 11:07,2017-11-08 15:07	2,0,20,15,7,7,422,2017-10-15 21:07,2017-11-02 11:07		
встречаться с	salir con					2,0,13,12,4,5,493,2017-10-22 20:26,2017-11-12 09:26	2,0,9,9,9,7,1648,2017-09-22 10:23,2017-11-30 02:23		
встречный	opuesto					2,0,15,13,3,4,367,2017-10-18 19:37,2017-11-03 02:37	2,0,11,10,4,4,668,2017-10-10 09:41,2017-11-07 05:41		
"всякий
любой"	cualquiera					2,0,16,12,4,5,150,2017-10-19 11:06,2017-10-25 17:06	2,0,8,8,8,6,999,2017-09-25 10:26,2017-11-06 01:26		Род
вторник	martes					2,0,13,12,9,6,1399,2017-09-21 11:32,2017-11-18 18:32	2,0,10,9,7,5,1524,2017-08-28 21:41,2017-10-31 09:41		
"вуаль
тюль"	velo					2,0,4,4,4,5,174,2017-10-20 21:24,2017-10-28 03:24	2,0,6,5,5,6,115,2017-10-21 18:25,2017-10-26 13:25		
"вчера
недавно"	ayer					2,0,7,7,9,6,2346,2017-09-21 21:11,2017-12-28 15:11	2,0,9,9,9,9,1621,2017-10-13 18:32,2017-12-20 07:32		
"выбирать
присмотреть"	"escoger

nadie <u>escoge</u> a su familia"					2,0,12,11,8,5,2093,2017-09-21 21:04,2017-12-18 02:04	2,0,14,12,9,7,1453,2017-09-22 10:16,2017-11-21 23:16		
